brand,store_name,banner_stated,format,status,street,city,state,zip,phone,venue,source_url,format_basis,flag,correction,captured_on,source_file
Brunello Cucinelli,CHICAGO,,own-door,open,937 North Rush Street,,IL,60611,+1 312 266 6000,,https://shop.brunellocucinelli.com/en-us/boutique/chicago-317.html,brand-stated: no host in name = boutique,City omitted by brand on all US rows — see correction,"City is not published by the brand anywhere for this door. The locator address line prints street, state and ZIP with no city. The store page's schema.org addressLocality field carries the BOUTIQUE NAME, not the city ('Chicago'), so it cannot be used as a city. Left blank rather than derived; no city was inferred from ZIP or coordinates.",2026-09-06,brunello_cucinelli_classified_2026-09-06.csv
Brunello Cucinelli,BOSTON,,own-door,open,11 Newbury Street,,MA,02116,617 314 9496,,https://shop.brunellocucinelli.com/en-us/boutique/boston-352.html,brand-stated: no host in name = boutique,City omitted by brand on all US rows — see correction,"City is not published by the brand anywhere for this door. The locator address line prints street, state and ZIP with no city. The store page's schema.org addressLocality field carries the BOUTIQUE NAME, not the city ('Boston'), so it cannot be used as a city. Left blank rather than derived; no city was inferred from ZIP or coordinates. Store page publishes a truncated telephone ('617' - the schema.org field is cut to the first number group). Phone taken from the locator entry, which publishes it in full.",2026-09-06,brunello_cucinelli_classified_2026-09-06.csv
Brunello Cucinelli,SHORT HILLS,,own-door,open,1200 Morris Turnpike,,NJ,07078,+1 862 206 1022,,https://shop.brunellocucinelli.com/en-us/boutique/short-hills-342.html,brand-stated: no host in name = boutique,City omitted by brand on all US rows — see correction,"City is not published by the brand anywhere for this door. The locator address line prints street, state and ZIP with no city. The store page's schema.org addressLocality field carries the BOUTIQUE NAME, not the city ('Short Hills'), so it cannot be used as a city. Left blank rather than derived; no city was inferred from ZIP or coordinates.",2026-09-06,brunello_cucinelli_classified_2026-09-06.csv
Brunello Cucinelli,LAS VEGAS WYNN,,own-door,open,3121 South Las Vegas Blvd,,NV,89109,+1 702 830 4240,,https://shop.brunellocucinelli.com/en-us/boutique/las-vegas-341.html,brand-stated: no host in name = boutique,City omitted by brand on all US rows — see correction,"City is not published by the brand anywhere for this door. The locator address line prints street, state and ZIP with no city. The store page's schema.org addressLocality field carries the BOUTIQUE NAME, not the city ('Las Vegas Wynn'), so it cannot be used as a city. Left blank rather than derived; no city was inferred from ZIP or coordinates.",2026-09-06,brunello_cucinelli_classified_2026-09-06.csv
Brunello Cucinelli,LAS VEGAS CITY CENTER,,own-door,open,"3720 South Las Vegas Blvd, Suite 142B",,NV,89158,+1 702 527 7766,,https://shop.brunellocucinelli.com/en-us/boutique/las-vegas-357.html,brand-stated: no host in name = boutique,City omitted by brand on all US rows — see correction,"City is not published by the brand anywhere for this door. The locator address line prints street, state and ZIP with no city. The store page's schema.org addressLocality field carries the BOUTIQUE NAME, not the city ('Las Vegas City Center'), so it cannot be used as a city. Left blank rather than derived; no city was inferred from ZIP or coordinates. Published hours span is impossible: 'Sun 23:00-21:00'. Recorded verbatim, not cleaned.",2026-09-06,brunello_cucinelli_classified_2026-09-06.csv
Brunello Cucinelli,NEW YORK SOHO,,own-door,open,136 Greene Street,,NY,10012,+1 212 334 1010,,https://shop.brunellocucinelli.com/en-us/boutique/new-york-324.html,brand-stated: no host in name = boutique,City omitted by brand on all US rows — see correction,"City is not published by the brand anywhere for this door. The locator address line prints street, state and ZIP with no city. The store page's schema.org addressLocality field carries the BOUTIQUE NAME, not the city ('New York Soho'), so it cannot be used as a city. Left blank rather than derived; no city was inferred from ZIP or coordinates.",2026-09-06,brunello_cucinelli_classified_2026-09-06.csv
Brunello Cucinelli,MANHASSET,,own-door,open,2080 Northern Boulevard,,NY,11024,+1 516 627 3566,,https://shop.brunellocucinelli.com/en-us/boutique/manhasset-355.html,brand-stated: no host in name = boutique,City omitted by brand on all US rows — see correction,"City is not published by the brand anywhere for this door. The locator address line prints street, state and ZIP with no city. The store page's schema.org addressLocality field carries the BOUTIQUE NAME, not the city ('Manhasset'), so it cannot be used as a city. Left blank rather than derived; no city was inferred from ZIP or coordinates.",2026-09-06,brunello_cucinelli_classified_2026-09-06.csv
Brunello Cucinelli,EAST HAMPTON NEWTOWN LANE,,own-door,open,39-41 Newtown Lane,,NY,11937,+1 631 324 3400,,https://shop.brunellocucinelli.com/en-us/boutique/east-hampton-302.html,brand-stated: no host in name = boutique,City omitted by brand on all US rows — see correction,"City is not published by the brand anywhere for this door. The locator address line prints street, state and ZIP with no city. The store page's schema.org addressLocality field carries the BOUTIQUE NAME, not the city ('East Hampton'), so it cannot be used as a city. Left blank rather than derived; no city was inferred from ZIP or coordinates.",2026-09-06,brunello_cucinelli_classified_2026-09-06.csv
Brunello Cucinelli,NEW YORK GANSEVOORT,,own-door,open,50 Gansevoort Street,,NY,10014,332.223.7553,,https://shop.brunellocucinelli.com/en-us/boutique/new-york-350.html,brand-stated: no host in name = boutique,City omitted by brand on all US rows — see correction,"City is not published by the brand anywhere for this door. The locator address line prints street, state and ZIP with no city. The store page's schema.org addressLocality field carries the BOUTIQUE NAME, not the city ('New York Gansevoort'), so it cannot be used as a city. Left blank rather than derived; no city was inferred from ZIP or coordinates. Store page publishes a truncated telephone ('332' - the schema.org field is cut to the first number group). Phone taken from the locator entry, which publishes it in full.",2026-09-06,brunello_cucinelli_classified_2026-09-06.csv
Brunello Cucinelli,NEW YORK MADISON,,own-door,open,683-689 Madison Avenue,,NY,10065,+1 212 813 0900,,https://shop.brunellocucinelli.com/en-us/boutique/new-york-307.html,brand-stated: no host in name = boutique,City omitted by brand on all US rows — see correction,"City is not published by the brand anywhere for this door. The locator address line prints street, state and ZIP with no city. The store page's schema.org addressLocality field carries the BOUTIQUE NAME, not the city ('New York Madison'), so it cannot be used as a city. Left blank rather than derived; no city was inferred from ZIP or coordinates.",2026-09-06,brunello_cucinelli_classified_2026-09-06.csv
Brunello Cucinelli,NASHVILLE,,own-door,open,505 Houston St,,TN,37203,615-732-8700,,https://shop.brunellocucinelli.com/en-us/boutique/nashville-351.html,brand-stated: no host in name = boutique,City omitted by brand on all US rows — see correction,"City is not published by the brand anywhere for this door. The locator address line prints street, state and ZIP with no city. The store page's schema.org addressLocality field carries the BOUTIQUE NAME, not the city ('Nashville'), so it cannot be used as a city. Left blank rather than derived; no city was inferred from ZIP or coordinates. Store page publishes a truncated telephone ('615' - the schema.org field is cut to the first number group). Phone taken from the locator entry, which publishes it in full. Published hours open at 00:00 on 'Sun 00:00-18:00' - a placeholder, not a trading time. Recorded verbatim, not cleaned.",2026-09-06,brunello_cucinelli_classified_2026-09-06.csv
Brunello Cucinelli,SAN MARCOS,,own-door,open,3939 I-35 Space 955A,,TX,78666,737-937-7300,,https://shop.brunellocucinelli.com/en-us/boutique/san-marcos-313.html,brand-stated: no host in name = boutique,City omitted by brand on all US rows — see correction,"City is not published by the brand anywhere for this door. The locator address line prints street, state and ZIP with no city. The store page's schema.org addressLocality field carries the BOUTIQUE NAME, not the city ('San Marcos'), so it cannot be used as a city. Left blank rather than derived; no city was inferred from ZIP or coordinates. Store page publishes a truncated telephone ('737' - the schema.org field is cut to the first number group). Phone taken from the locator entry, which publishes it in full.",2026-09-06,brunello_cucinelli_classified_2026-09-06.csv
Brunello Cucinelli,HOUSTON,,own-door,open,"4444 Westheimer Road, Suite A168",,TX,77027,+1 713 622 1090,,https://shop.brunellocucinelli.com/en-us/boutique/houston-326.html,brand-stated: no host in name = boutique,City omitted by brand on all US rows — see correction,"City is not published by the brand anywhere for this door. The locator address line prints street, state and ZIP with no city. The store page's schema.org addressLocality field carries the BOUTIQUE NAME, not the city ('Houston'), so it cannot be used as a city. Left blank rather than derived; no city was inferred from ZIP or coordinates.",2026-09-06,brunello_cucinelli_classified_2026-09-06.csv
Brunello Cucinelli,DALLAS,,own-door,open,46 Highland Park Village,,TX,75205,+1 214 520 9500,,https://shop.brunellocucinelli.com/en-us/boutique/dallas-320.html,brand-stated: no host in name = boutique,City omitted by brand on all US rows — see correction,"City is not published by the brand anywhere for this door. The locator address line prints street, state and ZIP with no city. The store page's schema.org addressLocality field carries the BOUTIQUE NAME, not the city ('Dallas'), so it cannot be used as a city. Left blank rather than derived; no city was inferred from ZIP or coordinates.",2026-09-06,brunello_cucinelli_classified_2026-09-06.csv
Buck Mason,Scottsdale Fashion Square,,own-door,open,"7014 E Camelback Rd, Space #1024",Scottsdale,AZ,85251,,Scottsdale Fashion Square,https://www.buckmason.com/pages/our-stores,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Buck Mason,,,own-door,open,1825 Fourth St,Berkeley,CA,94710,,,https://www.buckmason.com/pages/our-stores,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Buck Mason,Westfield Century City,,own-door,open,"10250 Santa Monica Blvd, Suite 1760",Los Angeles,CA,90067,,Westfield Century City,https://www.buckmason.com/pages/our-stores,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Buck Mason,,,own-door,open,107 N Larchmont Blvd,Los Angeles,CA,90004,,,https://www.buckmason.com/pages/our-stores,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Buck Mason,,,own-door,open,3532 Sunset Blvd,Los Angeles,CA,90026,,,https://www.buckmason.com/pages/our-stores,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Buck Mason,Fashion Island,,own-door,open,1135 Newport Center Drive,Newport Beach,CA,92660,,Fashion Island,https://www.buckmason.com/pages/our-stores,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Buck Mason,Palisades Village,,own-door,open,"15205 Palisades Village Lane, Ste 4104B",Pacific Palisades,CA,90272,,Palisades Village,https://www.buckmason.com/pages/our-stores,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Buck Mason,,,own-door,open,568 Hayes St,San Francisco,CA,94102,,,https://www.buckmason.com/pages/our-stores,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Buck Mason,,,own-door,open,12192 1/2 Ventura Blvd,Studio City,CA,91604,,,https://www.buckmason.com/pages/our-stores,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Buck Mason,,,own-door,open,1617 Abbot Kinney,Venice,CA,90291,,,https://www.buckmason.com/pages/our-stores,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Buck Mason,,,own-door,open,1629 Abbot Kinney Blvd,Venice,CA,90291,,,https://www.buckmason.com/pages/our-stores,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Buck Mason,Cherry Creek Shopping Center,,own-door,open,"3000 E First Avenue, Space #174",Denver,CO,80206,,Cherry Creek Shopping Center,https://www.buckmason.com/pages/our-stores,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Buck Mason,,,own-door,open,351 Greenwich Ave,Greenwich,CT,06830,,,https://www.buckmason.com/pages/our-stores,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Buck Mason,,,own-door,open,3128 M Street NW,Washington,DC,20007,,,https://www.buckmason.com/pages/our-stores,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
