brand,tee_low,tee_high,polo_low,polo_high,dress_shirt_low,dress_shirt_high,jeans_low,jeans_high,dress_pants_low,dress_pants_high,sweater_low,sweater_high,outerwear_low,outerwear_high,shoes_low,shoes_high,not_a_staple,search_url,store_used,currency_basis,status,source,note
Canada Goose,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,375,575,550,2075,395,850,-,SKIP,https://www.canadagoose.com/en-us,USD,complete,https://www.canadagoose.com/en-us/collections/mens-knitwear/products.json | https://www.canadagoose.com/en-us/collections/mens-outerwear/products.json | https://www.canadagoose.com/en-us/collections/mens-shoes/products.json | https://www.canadagoose.com/en-us/products/rosseau-sweater-7091m | https://www.canadagoose.com/en-us/products/habel-knit-crew-7610mt | https://www.canadagoose.com/en-us/products/matawin-knit-crew-7646mt | https://www.canadagoose.com/en-us/collections/mens-knitwear,"range outerwear, shoes | Canada Goose has moved to Shopify (batch said salesforce_commerce): old /us/en/ category URLs 404, store is now /en-us/collections/...; Shopify.currency active USD (base CAD); feed matches page prices (e.g. Mckinney Knit Quarter Zip $625, Rosseau Sweater $375). No compare_at markdowns anywhere in mens outerwear/knitwear. Sweater: crewnecks are all merino, no cashmere: low Rosseau Sweater 375 (merino crewneck, verified from product image; page copy wrongly says 1/4 zip), high Habel Knit Crew 575 (100% extrafine baby merino, Italian yarn); Matawin Knit Crew 475. range outerwear: no mens jacket in leather/suede/shearling/cashmere (94 items), so plain range: low Faber Lightweight Bomber 550 / Regency Lightweight Jacket 550, high Snow Mantra Parka 2075 (vests excluded; cheapest vest 550 anyway). range shoes: no loafer; own-label footwear low Mens Ossington Sneaker 395, high Leo Boot 850 (8 items)."
Arc'teryx,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,NONE,NONE,180,1200,140,280,Sweater,SKIP,https://arcteryx.com/us/en,USD,complete,https://arcteryx.com/us/en/c/mens/footwear | https://arcteryx.com/us/en/c/mens/shoes | https://arcteryx.com/us/en/c/mens/shirts-and-tops | https://arcteryx.com/us/en/c/mens/fleece | https://arcteryx.com/us/en/c/mens/veilance | https://arcteryx.com/us/en/c/mens/shell-jackets | https://arcteryx.com/us/en/c/mens/insulated-jackets,"range outerwear, shoes | Read the Next.js initialProductList on each US category page (currencyCode USD, price = discountPrice everywhere, so no markdowns; lists complete e.g. insulated 19 of 19 Items). Sweater: no knit crewneck sweater in mens main line or Veilance (only fleece crews such as Emblem Fleece Crew Neck Pullover 120 and Konseal Crew Neck Pullover 180, and Veilance Conic Wool Half Zip 350) = NONE. range outerwear: no leather/suede/shearling/cashmere jacket, so plain range of shell + insulated jackets excl. vests: low Squamish Jacket 180 (windshell), high Sperro SV Jacket - 0 1200; if Sperro is treated as a special edition the next highest are Alpha SV Jacket 900 and Therme Down Parka 900. Veilance (sub-line, e.g. Field Jacket 900) excluded. range shoes: no loafer; mens footwear (13 items) low Kragg Shoe / Kragg Aura Shoe 140, high Konseal Trek Boot 280."
Vince,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,298,398,498,1598,225,298,-,SKIP,https://www.vince.com,USD,complete,https://www.vince.com/men-sweaters/?sz=200 | https://www.vince.com/men-jackets-outerwear/?sz=200 | https://www.vince.com/men-loafers-lace-ups/?sz=200 | https://www.vince.com/men-shoes/?sz=200,"Read US category pages with sz=200 (all items on one page; tiles are one per colour so 72 sweater items = 34 styles, 55 outerwear items = 42 styles, 73 shoe items = 39 styles); no tile showed a struck-through/sale price. Sweater: low Geo-Jacquard Wool-Blend Crew Neck Sweater 298 (Milano Short-Sleeve Crew Neck 298 excluded as short sleeve); high Cashmere Crew Neck Sweater 398; Featherweight Wool-Cashmere Crew Neck Sweater 368, Macro-Waffle Crew Neck Sweater 425 (fibre not stated in name, not cashmere). Several higher-priced pullovers (Italian Merino Wool-Blend Boucle Raglan-Sleeve Sweater 528, Super Space-Dye Merino Wool Sweater 528, Mega Cable Extrafine Merino 448) have unverified necklines and are merino, not cashmere. Outerwear: cheapest style also sold in leather is the trucker: low Cotton-Linen Trucker Jacket 498, high Nubuck Leather Trucker Jacket 1598 (next pair would be Italian Cotton-Linen Band-Collar Bomber 548 vs Leather Aviator Bomber 1698). Shirt jackets, sport coats, blazers, vests excluded. Shoes: own loafers low Sonoma Suede Loafer / Sonoma Leather Loafer 225, high Sonoma Woven Suede Loafer 298 (Canyon loafers 275)."
Rails,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,168,248,198,398,NONE,NONE,Shoes,SKIP,https://www.rails.com,USD,complete,https://www.rails.com/products.json | https://www.rails.com/products/laurent-sweater-black | https://www.rails.com/products/lars-sweater-lodgecrest-farisle,"range outerwear | Shopify feed, 1952 products (mostly womens); men identified by product_type MEN or men* tags (344 items). Shopify.currency active USD rate 1.0; storefront check Lars Sweater $268 and Laurent Sweater $248 = feed. No compare_at markdowns on chosen items. Sweater: low Augustus Sweater 168 (100% cotton crew); high Laurent Sweater 248 (82% merino 18% cashmere, crewneck verified on page). Lars Sweater 268 is a fair isle crew in 50% recycled nylon 25% mohair 25% wool, not counted as elevated fibre; Carrick Sweater 218 wool/camel. Theo Short Sleeve Sweater 148 excluded (short sleeve). range outerwear: no mens jacket in suede/shearling/leather/cashmere, so plain range excl. shirt jackets: low Cooke Jacket 198 (full-zip western jacket, organic cotton/hemp), high Rainier Parka 398 and Hockney Overcoat 398 (Rhett Shirt Jacket 198 excluded as shirt-jacket). Shoes: all footwear (Braga Loafer 348, flats, heels, sandals) is womens; no mens shoes = NONE."
Club Monaco,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,128,228,328,498,128,128,-,SKIP,https://www.clubmonaco.com,USD,complete,https://www.clubmonaco.com/products.json | https://www.clubmonaco.com/collections.json | https://www.clubmonaco.com/collections/mens-knitwear/products.json | https://www.clubmonaco.com/products/lightweight-cashmere-crewneck-795101787-100,"range outerwear: no mens jacket style in suede/shearling/leather/cashmere, so plain range of Men-Outerwear excl. Poplin Shirt Jacket and corduroy shirt jacket: low Lightweight Wool Refined Bomber 328 (compare_at; currently marked down), high Wool Blend Padded Parka 498 (compare_at; marked down); Loukas Funnel Neck Coat 398. range shoes: only own mens shoe is Club Monaco Leather Sneaker 128, no loafer, so 128-128. Sweater: low Merino Crew 128 (100% merino, full price); high Lightweight Cashmere Crewneck 228 (100% cashmere, full price; page shows $228.00 = feed). Cashmere Crewneck Sweater 298 is womens. Shopify feed is small (512 products, men about 170); Shopify.currency USD rate 1.0. collections.json products_count figures (e.g. mens-knitwear 142) are far above what the collection feeds return (19) and /collections/mens-knitwear redirects to the homepage, so the live mens assortment is thin; almost all mens outerwear is on markdown. Feed also contains stocked MOTHER and Levis 501 items (excluded)."
PAIGE,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,229,259,289,929,198,428,-,SKIP,https://paige.com,USD,complete,https://paige-7873.myshopify.com/products.json | https://paige.com/collection/men-sweaters-and-sweatshirts | https://paige.com/collection/men-jackets | https://paige.com/collection/men-shoes | https://paige.com/products/men-banuelo-sweater-farro | https://paige.com/products/men-cortazo-sweater-twisted-pinecone,"range sweater: no live mens crewneck in an elevated fibre (Matsuda Sweater 249 merino blend is in the feed but not in the live 12-product Sweaters and Sweatshirts collection), so plain crewneck range: low Wildomar Sweater 229 (mercerized cotton) and Cortazo Sweater 229, high Banuelo Sweater 259 (100% cotton boucle, crewneck verified on page). range outerwear: only elevated-material jacket is Rocoso Moto Jacket 929 (lamb leather) with no fabric version of that moto, so plain range of the 12-product live Jackets collection excl. Baltimore Shacket (shirt-jacket, 689): low Erickson Jacket 289, high Rocoso Moto Jacket 929 (Anselmo Coat 649). range shoes: no loafer; live Shoes collection (18) is sneakers, slides, boots: low Reims Sneaker 198 full price (on sale 99.90), high Ulrich Boot 428 full price (on sale 214.90). paige.com is headless (no /products.json); used the backing Shopify feed paige-7873.myshopify.com/products.json (991 products, includes items not on the live site) and confirmed every figure against the live collection pages, which show USD list prices (a sitewide Friends and Family extra 25% off at checkout is running; list prices used). Fetching paige.com/products/<handle> returns 200 even for dead products (client-side 404), so status checks are unreliable there."
AG,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,185,185,245,895,NONE,NONE,Shoes,SKIP,https://www.agjeans.com,USD,complete,https://www.agjeans.com/products.json | https://www.agjeans.com/collections.json | https://www.agjeans.com/collections/mens-sweaters/products.json | https://www.agjeans.com/collections/mens-jackets-and-outerwear/products.json | https://www.agjeans.com/products/charles-jacket-classic-fit-leather-jacket-4797dlladvr,"range sweater: mens-sweaters collection feed returns only Beck Crew Sweater 185 (knitted soft cotton crewneck, described as a relaxed-fit sweatshirt) and Josiah Mohair Sweater 365 (a v-neck cardigan, excluded); no elevated-fibre crewneck, so low = high = 185. collections.json says mens-sweaters has 42 products but the feed returns 3. range outerwear: only elevated-material jacket is Charles Jacket (100% leather, page calls it Leather Bomber) with no fabric bomber twin; the SUD jackets (Dart Jacket SUD, Philip SUD Jacket 427) are sueded cotton sateen, not suede; Elias Suede Shirt Jacket 750 excluded as shirt-jacket. Plain range of mens-jackets-and-outerwear (33 items) excl. Owen shirt jacket, vest, blazer, utility shirt, cardigan: low Dart Jacket 245 (denim trucker), high Charles Jacket 895 full price (page shows 895 USD struck through, 627 USD sale). Shoes: no footwear in the feed (only Farrah Boot-cut jeans match boot) = NONE. Shopify.currency USD rate 1.0."
Ksubi,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,240,240,420,1000,NONE,NONE,Shoes,SKIP,https://ksubi.com,USD,complete,https://ksubi.com/products.json | https://ksubi.com/products/slouchy-leather-bomber-jacket-aged-brown,"range sweater: the only mens knit crewneck is Divide Sweater Black 240 (tagged KNITWEAR / KW CREW NECKS, cropped fashion fit, full price 240, currently marked down); no elevated-fibre crewneck, so low = high = 240. Excluded: Biggie Crew items (sweatshirts, 170-180), Trippie Knit (Ksubi x Trippie Redd collab, turtleneck), cardigans. Outerwear: cheapest style also sold in leather is the slouch hooded bomber: low Slouch Bomber Jacket Faded Black / Faded Indigo 420 (100% cotton), high Slouchy Leather Bomber Jacket Aged Brown 1000 (page shows $1,000.00 = feed). SOTT Slouchy Bomber Jacket Raw 440 (denim) is the Sign of the Times sub-line. Other leather: Capitol Leather Jacket 899, Eldorado Leather Jacket 950 full price. Shoes: no footwear in feed = NONE. Shopify.currency USD rate 1.0, 1386 products."
Purple,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,350,495,395,1375,345,345,-,SKIP,https://purple-brand.com,USD,complete,https://purple-brand.com/products.json | https://purple-brand.com/products/inked-gothic-p-sweater-black | https://purple-brand.com/products/m7045-wfbb125,"range shoes | Shopify feed 1360 products, Shopify.currency USD rate 1.0; storefront checks Inked Gothic P Sweater $350.00 USD = feed, Foil Sweater $545.00 USD list (245.25 sale) = feed compare_at. Sweater: low Inked Gothic P Sweater 350 (cotton chenille crewneck verified on page, currently sold out); high Smoke Show Sweater 495 full price (41% alpaca blend crewneck, marked down); Gothic P Sweater 475 is the same alpaca blend. Foil Sweater 545 is 100% plain wool, not counted as elevated fibre. Outerwear: cheapest style also sold in leather is the trucker: low P007 Denim Trucker Jacket Exclusive Washed Grey Jacquard 395, high P028 Leather Trucker Jacket Brilliant White 1375 full price (marked down); other leather truckers 1000-1350. Excluded P034 shirt jacket, NBA and Alpha Industries collab bombers. range shoes: only footwear is S001 Court Low sneaker 345 (no loafer), so 345-345. Women-tagged items excluded."
Diesel,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,295,495,350,1395,495,595,-,SKIP,https://diesel.com/en-us/,USD,complete,https://diesel.com/en-us/man/sweaters/?sz=200 | https://diesel.com/en-us/man/jackets/?sz=200 | https://diesel.com/en-us/man/footwear/?sz=200 | Diesel product pages for the knit and jacket candidates (descriptions and compositions fetched from the US site),"Read US category tiles with sz=200 (sweaters 34 tiles, jackets 60 tiles / 53 styles, footwear 56 tiles); no tile showed a second (sale) price. Page stated counts not visible, so shortfall unknown. Sweater: low Reverse-print cotton jumper 295 (crewneck per description; other 295 jumpers have no neckline stated); high Jumper in wool and alpaca blend 495 (50% wool 20% alpaca, crewneck verified on page, $495). Alpaca-blend jumper with spray-dyed seams 595 is a mock neck; runway pieces excluded. Outerwear: cheapest style also sold in leather is the biker: low Colour-block biker jacket with piping 350 (recycled nylon moto biker), high Biker jacket in treated leather 1395 (100% cow leather); Biker jacket in waxed leather 1150, colour-block perforated leather 1195. Runway Show FW26 Aviator jacket in treated leather 2150 excluded as runway. Alternatives if the nylon moto is not judged the same style: coach (Coach jacket in rinse denim 495 / Coach jacket in treated leather 1195). Shoes: loafers low D-Amber penny loafers in leather 495, high D-Tex moccasin-style shoes in brushed leather 595 (moccasin-style counted as loafer; if not, low = high = 495)."
Citizens of Humanity,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,NONE,NONE,328,798,NONE,NONE,Sweater;Shoes,SKIP,https://citizensofhumanity.com,USD,complete,https://citizensofhumanity.com/products.json | https://citizensofhumanity.com/collections/men/products.json | https://citizensofhumanity.com/collections/mens-jackets/products.json | https://citizensofhumanity.com/collections/mens-sweatshirts/products.json | https://citizensofhumanity.com/products/deck-suede-jacket-brown,"range outerwear: no jacket style is sold in both entry and elevated material (only suede piece is Deck Suede Jacket $698, with no non-suede Deck), so plain men's jacket range: low Box Denim Jacket in Crosshatch $328, high Service Jacket in Andromeda $798 and Hopper Denim Jacket in Corbin $798 (other: Utility Jacket $428-458, Brando Denim $498, Service Jacket Heirloom $548, Hunter $598, Deck Suede $698). products.json 985 products (Shopify.currency USD rate 1.0); men's collection 281 products, no markdowns (no compare_at) on men's items. Sweater NONE: no men's knit crewneck sweater; Waffle Crewneck ($168) is a midweight thermal waffle knit, Vintage Crewneck Sweatshirt ($188) is a sweatshirt, Rugby Pullover ($228) is knit fleece, Half Button Pullover ($258) is cotton pique.  Shoes NONE: no footwear in catalogue (product types Pants/Tops/Jackets only for men). Storefront check: Deck Suede Jacket page shows $698.00 matching feed."
AGOLDE,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,NONE,NONE,348,995,NONE,NONE,Sweater;Shoes,SKIP,https://agolde.com,USD,complete,https://agolde.com/products.json | https://agolde.com/collections/mens-tops/products.json | https://agolde.com/collections/agolde-mens-tops-and-jackets/products.json | https://agolde.com/products/chadwick-jacket-black,"range outerwear: no jacket style sold in both entry and elevated material (Emil Bomber $558 exists only in suede, Seal Brown and Arizona; Chadwick Jacket $995 only in goatskin leather, Black and Bone), so plain men's jacket range: low Croydon Jacket (rigid denim) $348 and Dorian Jacket (denim) $348, high Chadwick Jacket goatskin leather $995 (others: Torres denim $368, Marshall Windbreaker nylon $398-438, Laurie cotton $548, Emil suede bomber $558). products.json 687 products (USD, rate 1.0); men's items under vendor AGOLDE MENS, no men's markdowns (no compare_at). Sweater NONE: men's tops are tees/shirts/hoodies/sweatshirts/rugby, no knit crewneck sweater.  Shoes NONE: no footwear. Storefront check: Chadwick Jacket in Black page shows $995.00 matching feed."
